"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/01/2008","40","Ozone","Westmorland","06-025-4003","AQS","11","40","23","38","25"
"01/02/2008","38","Ozone","Westmorland","06-025-4003","AQS","14","38",".",".","38"
"01/03/2008","48","NO2","Calexico-Ethel Street","06-025-0005","AQS","25","18",".",".","48"
"01/04/2008","105","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","30","22",".","105","56"
"01/05/2008","46","NO2","Calexico-Ethel Street","06-025-0005","AQS","30","42",".",".","46"
"01/06/2008","44","Ozone","Westmorland","06-025-4003","AQS","9","44",".",".","19"
"01/07/2008","35","Ozone","Westmorland","06-025-4003","AQS","13","35","25","33","28"
"01/08/2008","51","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","18","31",".",".","51"
"01/09/2008","37","NO2","Calexico-Ethel Street","06-025-0005","AQS","19","32","8",".","37"
"01/10/2008","76","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","19","28",".","76","40"
"01/11/2008","66","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","22","36",".",".","66"
"01/12/2008","42","NO2","Calexico-Ethel Street","06-025-0005","AQS","23","32",".",".","42"
"01/13/2008","43","Ozone","Westmorland","06-025-4003","AQS","16","43","11","21","20"
"01/14/2008","43","Ozone","Westmorland","06-025-4003","AQS","11","43",".",".","38"
"01/15/2008","60","PM10","Calexico-Ethel Street","06-025-0005","AQS","23","32","60",".","50"
"01/16/2008","39","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","23","39","34","39","30"
"01/17/2008","50","NO2","Calexico-Ethel Street","06-025-0005","AQS","33","35",".",".","50"
"01/18/2008","62","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","34","40",".",".","62"
"01/19/2008","72","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","36","39","43","72","42"
"01/20/2008","42","NO2","Calexico-Ethel Street","06-025-0005","AQS","18","40",".",".","42"
"01/21/2008","44","Ozone","Westmorland","06-025-4003","AQS","16","44",".",".","42"
"01/22/2008","47","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","20","38",".","21","47"
"01/23/2008","55","PM2.5","Calexico-Ethel Street","06-025-0005","AQS","20","40",".","55","43"
"01/24/2008","41","Ozone","Westmorland","06-025-4003","AQS","14","41",".",".","33"
"01/25/2008","42","NO2","PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96","06-025-0006","AQS","19","34","33","17","42"
"01/26/2008","35","NO2","Calexico-Ethel Street","06-025-0005","AQS","14","31",".",".","35"
